Year,Month,Day,Order,Family,Genus,Species,Observer ID
2019,9,15,Hymenoptera,Apidae,Xylocopa,californica,2263620
2020,8,13,Hymenoptera,Apidae,Xylocopa,californica,3457719
2020,8,27,Hymenoptera,Apidae,Xylocopa,californica,3551207
2020,9,6,Hymenoptera,Apidae,Xylocopa,californica,3551450
2020,9,7,Hymenoptera,Apidae,Xylocopa,californica,3522054
2020,9,21,Hymenoptera,Apidae,Xylocopa,californica,3551697
2020,9,21,Hymenoptera,Apidae,Xylocopa,californica,3551697
2018,10,19,Hymenoptera,Apidae,Xylocopa,mexicanorum,1273752
2015,7,1,Hymenoptera,Apidae,Xylocopa,sonorina,597767
2018,4,21,Hymenoptera,Apidae,Xylocopa,sonorina,845294
2018,8,23,Hymenoptera,Apidae,Xylocopa,sonorina,1329312
2019,9,11,Hymenoptera,Apidae,Xylocopa,sonorina,2213153
2019,12,12,Hymenoptera,Apidae,Xylocopa,sonorina,1923420
2020,3,6,Hymenoptera,Apidae,Xylocopa,sonorina,1250319
2020,3,7,Hymenoptera,Apidae,Xylocopa,sonorina,2626883
2020,3,17,Hymenoptera,Apidae,Xylocopa,sonorina,2626873
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,841477
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,312304
2018,4,23,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,845013
2020,5,5,Lepidoptera,Hesperiidae,Copaeodes,aurantiaca,1923420
2017,9,26,Lepidoptera,Hesperiidae,Erynnis,funeralis,597767
2008,10,18,Lepidoptera,Hesperiidae,Hylephila,phyleus,3785
2016,7,25,Lepidoptera,Hesperiidae,Hylephila,phyleus,21718
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,442764
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,442325
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,440611
2017,4,12,Lepidoptera,Hesperiidae,Hylephila,phyleus,447037
2017,4,14,Lepidoptera,Hesperiidae,Hylephila,phyleus,446482
2017,7,4,Lepidoptera,Hesperiidae,Hylephila,phyleus,21718
2017,9,22,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2017,9,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2017,9,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,597767
2018,4,11,Lepidoptera,Hesperiidae,Hylephila,phyleus,841126
2018,4,11,Lepidoptera,Hesperiidae,Hylephila,phyleus,841249
2019,8,26,Lepidoptera,Hesperiidae,Hylephila,phyleus,2212957
2019,9,5,Lepidoptera,Hesperiidae,Hylephila,phyleus,2212884
2020,8,10,Lepidoptera,Hesperiidae,Hylephila,phyleus,1424273
2017,7,4,Lepidoptera,Hesperiidae,Lerodea,eufala,232369
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,21718
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,376957
2016,11,30,Lepidoptera,Lycaenidae,Brephidium,exilis,376959
2017,9,21,Lepidoptera,Lycaenidae,Brephidium,exilis,597767
2018,11,2,Lepidoptera,Lycaenidae,Brephidium,exilis,572152
2016,11,30,Lepidoptera,Lycaenidae,Echinargus,isola,21718
2017,9,21,Lepidoptera,Lycaenidae,Echinargus,isola,597767
2016,6,3,Lepidoptera,Lycaenidae,Leptotes,marina,232369
2017,4,12,Lepidoptera,Lycaenidae,Leptotes,marina,437715
2017,4,26,Lepidoptera,Lycaenidae,Leptotes,marina,449188
2017,6,1,Lepidoptera,Lycaenidae,Leptotes,marina,81261
2017,9,18,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,21,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,22,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2017,9,26,Lepidoptera,Lycaenidae,Leptotes,marina,597767
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,842953
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,844282
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,841477
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,312304
2018,4,23,Lepidoptera,Lycaenidae,Leptotes,marina,312304
2018,10,24,Lepidoptera,Lycaenidae,Leptotes,marina,1273752
2019,11,8,Lepidoptera,Lycaenidae,Leptotes,marina,2408657
2017,5,4,Lepidoptera,Lycaenidae,Strymon,melinus,232369
2017,9,22,Lepidoptera,Lycaenidae,Strymon,melinus,597767
2016,10,3,Lepidoptera,Nymphalidae,Agraulis,vanillae,321455
2015,3,12,Lepidoptera,Nymphalidae,Anthanassa,texana,104316
2017,4,12,Lepidoptera,Nymphalidae,Anthanassa,texana,449087
2017,4,21,Lepidoptera,Nymphalidae,Anthanassa,texana,449103
2017,4,21,Lepidoptera,Nymphalidae,Anthanassa,texana,460280
2017,6,1,Lepidoptera,Nymphalidae,Anthanassa,texana,81261
2020,3,7,Lepidoptera,Nymphalidae,Anthanassa,texana,805798
2020,6,25,Lepidoptera,Nymphalidae,Anthanassa,texana,2251296
2020,8,10,Lepidoptera,Nymphalidae,Asterocampa,celtis,1424273
2020,8,13,Lepidoptera,Nymphalidae,Asterocampa,celtis,284246
2018,11,13,Lepidoptera,Nymphalidae,Chlosyne,lacinia,1273789
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,6600
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,21718
2016,11,30,Lepidoptera,Nymphalidae,Danaus,gilippus,376969
2017,7,28,Lepidoptera,Nymphalidae,Danaus,gilippus,551673
2017,8,21,Lepidoptera,Nymphalidae,Danaus,gilippus,21718
2017,9,22,Lepidoptera,Nymphalidae,Danaus,gilippus,597767
2017,9,22,Lepidoptera,Nymphalidae,Danaus,gilippus,597767
2017,9,24,Lepidoptera,Nymphalidae,Danaus,gilippus,841386
2017,10,16,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,17,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,17,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2017,10,25,Lepidoptera,Nymphalidae,Danaus,gilippus,600003
2018,8,30,Lepidoptera,Nymphalidae,Danaus,gilippus,904914
2018,10,15,Lepidoptera,Nymphalidae,Danaus,gilippus,1264441
2018,11,3,Lepidoptera,Nymphalidae,Danaus,gilippus,572152
2019,2,8,Lepidoptera,Nymphalidae,Danaus,gilippus,1356621
2019,3,29,Lepidoptera,Nymphalidae,Danaus,gilippus,831224
2019,9,11,Lepidoptera,Nymphalidae,Danaus,gilippus,2212895
2019,9,11,Lepidoptera,Nymphalidae,Danaus,gilippus,2213153
2019,9,12,Lepidoptera,Nymphalidae,Danaus,gilippus,2263024
2019,10,10,Lepidoptera,Nymphalidae,Danaus,gilippus,2251296
2019,11,12,Lepidoptera,Nymphalidae,Danaus,gilippus,2408669
2020,2,29,Lepidoptera,Nymphalidae,Danaus,gilippus,442615
2020,8,26,Lepidoptera,Nymphalidae,Danaus,gilippus,1029844
2020,9,21,Lepidoptera,Nymphalidae,Danaus,gilippus,3515561
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273722
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273795
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1273712
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1189161
2018,10,12,Lepidoptera,Nymphalidae,Danaus,plexippus,1324169
2018,10,29,Lepidoptera,Nymphalidae,Danaus,plexippus,579856
2018,12,2,Lepidoptera,Nymphalidae,Danaus,plexippus,63638
2019,1,25,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2019,4,8,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2019,9,2,Lepidoptera,Nymphalidae,Danaus,plexippus,2408669
2019,11,1,Lepidoptera,Nymphalidae,Danaus,plexippus,1356621
2019,12,4,Lepidoptera,Nymphalidae,Danaus,plexippus,232369
2020,3,14,Lepidoptera,Nymphalidae,Danaus,plexippus,512348
2020,4,17,Lepidoptera,Nymphalidae,Danaus,plexippus,1923420
2020,8,10,Lepidoptera,Nymphalidae,Danaus,plexippus,1424273
2020,4,24,Lepidoptera,Nymphalidae,Junonia,coenia,2626873
2017,9,22,Lepidoptera,Nymphalidae,Libytheana,carinenta,597767
2018,9,29,Lepidoptera,Nymphalidae,Libytheana,carinenta,572152
2018,10,9,Lepidoptera,Nymphalidae,Libytheana,carinenta,904914
2018,10,12,Lepidoptera,Nymphalidae,Libytheana,carinenta,904914
2018,12,3,Lepidoptera,Nymphalidae,Libytheana,carinenta,1273752
2017,4,10,Lepidoptera,Nymphalidae,Vanessa,cardui,411143
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,439943
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437715
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448415
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,446331
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,443529
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,440611
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449064
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449022
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,439943
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,449115
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448018
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437666
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,437879
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,446236
2017,4,12,Lepidoptera,Nymphalidae,Vanessa,cardui,448018
2017,4,13,Lepidoptera,Nymphalidae,Vanessa,cardui,449103
2017,4,13,Lepidoptera,Nymphalidae,Vanessa,cardui,437666
2017,4,14,Lepidoptera,Nymphalidae,Vanessa,cardui,446482
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,278739
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,9,22,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,9,26,Lepidoptera,Nymphalidae,Vanessa,cardui,597767
2017,11,17,Lepidoptera,Nymphalidae,Vanessa,cardui,600003
2017,11,28,Lepidoptera,Nymphalidae,Vanessa,cardui,841386
2018,12,1,Lepidoptera,Nymphalidae,Vanessa,cardui,1380715
2019,9,4,Lepidoptera,Nymphalidae,Vanessa,cardui,2212957
2019,9,4,Lepidoptera,Nymphalidae,Vanessa,cardui,2212959
2017,4,10,Lepidoptera,Nymphalidae,Vanessa,virginiensis,443192
2018,9,12,Lepidoptera,Papilionidae,Battus,philenor,579856
2019,3,19,Lepidoptera,Papilionidae,Battus,philenor,296672
2019,9,4,Lepidoptera,Papilionidae,Battus,philenor,2212957
2014,10,3,Lepidoptera,Papilionidae,Papilio,polyxenes,52181
2016,6,29,Lepidoptera,Papilionidae,Papilio,polyxenes,21718
2019,9,13,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2019,9,14,Lepidoptera,Papilionidae,Papilio,polyxenes,2264217
2020,5,6,Lepidoptera,Papilionidae,Papilio,polyxenes,284685
2016,3,16,Lepidoptera,Papilionidae,Papilio,rumiko,197112
2016,10,30,Lepidoptera,Papilionidae,Papilio,rumiko,287211
2017,4,12,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,437666
2017,4,13,Lepidoptera,Papilionidae,Papilio,rumiko,232369
2017,4,14,Lepidoptera,Papilionidae,Papilio,rumiko,449064
2017,9,18,Lepidoptera,Papilionidae,Papilio,rumiko,493312
2017,9,22,Lepidoptera,Papilionidae,Papilio,rumiko,597767
2018,4,11,Lepidoptera,Papilionidae,Papilio,rumiko,841249
2018,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,841386
2018,11,3,Lepidoptera,Papilionidae,Papilio,rumiko,1375082
2019,4,26,Lepidoptera,Papilionidae,Papilio,rumiko,512993
2019,9,6,Lepidoptera,Papilionidae,Papilio,rumiko,2213402
2019,9,14,Lepidoptera,Papilionidae,Papilio,rumiko,2239223
2019,9,15,Lepidoptera,Papilionidae,Papilio,rumiko,2212953
2019,10,31,Lepidoptera,Papilionidae,Papilio,rumiko,2408646
2019,11,12,Lepidoptera,Papilionidae,Papilio,rumiko,2408669
2020,1,7,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2020,4,21,Lepidoptera,Papilionidae,Papilio,rumiko,2251296
2020,4,23,Lepidoptera,Papilionidae,Papilio,rumiko,1923420
2020,8,10,Lepidoptera,Pieridae,Colias,eurytheme,1424273
2018,11,28,Lepidoptera,Pieridae,Phoebis,agarithe,1370832
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,9,26,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,6600
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376957
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,21718
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376969
2016,11,30,Lepidoptera,Pieridae,Phoebis,sennae,376959
2017,9,18,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,9,26,Lepidoptera,Pieridae,Phoebis,sennae,597767
2017,10,13,Lepidoptera,Pieridae,Phoebis,sennae,597767
2018,10,18,Lepidoptera,Pieridae,Phoebis,sennae,1301525
2020,4,11,Lepidoptera,Pieridae,Phoebis,sennae,1923420
2020,8,10,Lepidoptera,Pieridae,Phoebis,sennae,1424273
2020,9,4,Lepidoptera,Pieridae,Phoebis,sennae,3581827
2008,6,3,Lepidoptera,Pieridae,Pontia,protodice,3785
2017,4,13,Lepidoptera,Pieridae,Zerene,cesonia,437666
2017,9,22,Lepidoptera,Pieridae,Zerene,cesonia,597767
2019,9,16,Lepidoptera,Riodinidae,Calephelis,arizonensis,2176369
