"","scientific_name"
"505","Diadasia enavata"
"506","Diadasia rinconis"
"507","Ericrocis lata"
"508","Melissodes paroselae"
"509","Melissodes paroselae"
"510","Melissodes paroselae"
"511","Melissodes paroselae"
"512","Melissodes paroselae"
"513","Melissodes paroselae"
"514","Svastra duplocincta"
"515","Svastra duplocincta"
"516","Svastra duplocincta"
"517","Svastra duplocincta"
"518","Svastra duplocincta"
"519","Svastra duplocincta"
"520","Svastra duplocincta"
"521","Triepeolus verbesinae"
"522","Triepeolus verbesinae"
"523","Triepeolus verbesinae"
"524","Xeromelecta californica"
"525","Xeromelecta californica"
"526","Xeromelecta californica"
"527","Xeromelecta californica"
"528","Xeromelecta californica"
"529","Xeromelecta californica"
"530","Xylocopa californica arizonensis"
"531","Xylocopa californica arizonensis"
"532","Xylocopa californica arizonensis"
"533","Xylocopa californica arizonensis"
"534","Xylocopa californica arizonensis"
"535","Xylocopa californica"
"536","Xylocopa californica arizonensis"
"537","Xylocopa californica arizonensis"
"538","Xylocopa californica arizonensis"
"539","Xylocopa californica arizonensis"
"540","Xylocopa californica arizonensis"
"541","Xylocopa californica arizonensis"
"542","Xylocopa californica"
"543","Xylocopa californica"
"544","Xylocopa californica arizonensis"
"545","Xylocopa californica"
"546","Xylocopa californica arizonensis"
"547","Xylocopa californica arizonensis"
"548","Xylocopa californica arizonensis"
"549","Xylocopa californica arizonensis"
"550","Xylocopa californica arizonensis"
"551","Xylocopa californica arizonensis"
"552","Xylocopa californica"
"553","Xylocopa californica"
"554","Xylocopa californica"
"555","Xylocopa californica"
"556","Xylocopa californica"
"557","Xylocopa californica arizonensis"
"558","Xylocopa californica"
"559","Xylocopa californica"
"560","Xylocopa californica"
"561","Xylocopa californica arizonensis"
"562","Xylocopa californica"
"563","Xylocopa californica"
"564","Xylocopa californica"
"565","Xylocopa californica"
"566","Xylocopa californica arizonensis"
"567","Xylocopa californica"
"568","Xylocopa californica arizonensis"
"569","Xylocopa californica arizonensis"
"570","Xylocopa californica"
"571","Xylocopa californica arizonensis"
"572","Xylocopa californica arizonensis"
"573","Xylocopa californica"
"574","Xylocopa californica arizonensis"
"575","Xylocopa californica"
"576","Xylocopa californica arizonensis"
"577","Xylocopa californica"
"578","Xylocopa californica arizonensis"
"579","Xylocopa californica"
"580","Xylocopa californica"
"581","Xylocopa californica"
"582","Xylocopa californica"
"583","Xylocopa californica"
"584","Xylocopa californica"
"585","Xylocopa californica"
"586","Xylocopa californica"
"587","Xylocopa californica arizonensis"
"588","Xylocopa californica"
"589","Xylocopa californica"
"590","Xylocopa californica"
"591","Xylocopa californica"
"592","Xylocopa californica"
"593","Xylocopa californica"
"594","Xylocopa californica"
"595","Xylocopa californica"
"596","Xylocopa californica arizonensis"
"597","Xylocopa californica arizonensis"
"598","Xylocopa californica"
"599","Xylocopa californica arizonensis"
"600","Xylocopa californica arizonensis"
"601","Xylocopa californica"
"602","Xylocopa californica arizonensis"
"603","Xylocopa sonorina"
"604","Xylocopa sonorina"
"605","Xylocopa sonorina"
"606","Xylocopa sonorina"
"607","Xylocopa sonorina"
"608","Xylocopa sonorina"
"609","Xylocopa sonorina"
"610","Xylocopa sonorina"
"611","Xylocopa sonorina"
"612","Xylocopa sonorina"
"613","Xylocopa sonorina"
"614","Xylocopa sonorina"
"615","Xylocopa sonorina"
"616","Xylocopa sonorina"
"617","Xylocopa sonorina"
"618","Xylocopa sonorina"
"619","Xylocopa sonorina"
"620","Xylocopa sonorina"
"621","Xylocopa sonorina"
"622","Xylocopa sonorina"
"623","Xylocopa sonorina"
"624","Xylocopa sonorina"
"625","Xylocopa sonorina"
"626","Xylocopa sonorina"
"627","Xylocopa sonorina"
"628","Xylocopa sonorina"
"629","Xylocopa sonorina"
"630","Xylocopa sonorina"
"631","Xylocopa sonorina"
"632","Xylocopa sonorina"
"633","Xylocopa sonorina"
"634","Xylocopa sonorina"
"635","Xylocopa sonorina"
"636","Xylocopa sonorina"
"637","Xylocopa sonorina"
"638","Xylocopa sonorina"
"639","Xylocopa sonorina"
"640","Xylocopa sonorina"
"641","Xylocopa sonorina"
"642","Xylocopa sonorina"
"643","Xylocopa sonorina"
"644","Xylocopa sonorina"
"645","Xylocopa sonorina"
"646","Xylocopa sonorina"
"647","Xylocopa sonorina"
"648","Xylocopa sonorina"
"649","Xylocopa sonorina"
"650","Xylocopa sonorina"
"651","Xylocopa sonorina"
"652","Xylocopa sonorina"
"653","Xylocopa sonorina"
"654","Xylocopa sonorina"
"655","Xylocopa sonorina"
"656","Xylocopa sonorina"
"657","Xylocopa sonorina"
"658","Xylocopa sonorina"
"659","Xylocopa sonorina"
"660","Xylocopa sonorina"
"661","Xylocopa sonorina"
"662","Xylocopa sonorina"
"663","Xylocopa sonorina"
"664","Xylocopa sonorina"
"665","Xylocopa sonorina"
"666","Xylocopa sonorina"
"667","Xylocopa sonorina"
"668","Xylocopa sonorina"
"669","Xylocopa sonorina"
"670","Xylocopa sonorina"
"671","Xylocopa sonorina"
"672","Xylocopa tabaniformis androleuca"
"673","Amblyscirtes nysa"
"674","Amblyscirtes nysa"
"675","Apyrrothrix araxes"
"676","Atrytonopsis edwardsi"
"677","Atrytonopsis edwardsi"
"678","Burnsius albescens"
"679","Burnsius albescens"
"680","Burnsius albescens"
"681","Burnsius albescens"
"682","Burnsius albescens"
"683","Burnsius albescens"
"684","Burnsius albescens"
"685","Burnsius albescens"
"686","Burnsius albescens"
"687","Burnsius albescens"
"688","Burnsius albescens"
"689","Burnsius albescens"
"690","Burnsius albescens"
"691","Burnsius albescens"
"692","Burnsius albescens"
"693","Burnsius albescens"
"694","Burnsius albescens"
"695","Burnsius albescens"
"696","Burnsius albescens"
"697","Burnsius albescens"
"698","Burnsius albescens"
"699","Burnsius communis"
"700","Burnsius philetas"
"701","Burnsius philetas"
"702","Burnsius philetas"
"703","Burnsius philetas"
"704","Pyrgus albescens"
"705","Pyrgus communis"
"706","Calpodes ethlius"
"707","Celotes nessus"
"708","Celotes nessus"
"709","Chiomara georgina"
"710","Chiomara georgina"
"711","Chiomara georgina"
"712","Chiomara georgina"
"713","Chiomara georgina"
"714","Chiomara georgina"
"715","Cogia hippalus"
"716","Cogia hippalus"
"717","Cogia hippalus"
"718","Cogia hippalus"
"719","Cogia hippalus"
"720","Cogia hippalus"
"721","Cogia hippalus"
"722","Cogia hippalus"
"723","Cogia hippalus"
"724","Copaeodes aurantiaca"
"725","Copaeodes aurantiaca"
"726","Copaeodes aurantiaca"
"727","Copaeodes aurantiaca"
"728","Copaeodes aurantiaca"
"729","Copaeodes aurantiaca"
"730","Copaeodes aurantiaca"
"731","Copaeodes aurantiaca"
"732","Copaeodes aurantiaca"
"733","Copaeodes aurantiaca"
"734","Copaeodes aurantiaca"
"735","Copaeodes aurantiaca"
"736","Copaeodes aurantiaca"
"737","Copaeodes aurantiaca"
"738","Copaeodes aurantiaca"
"739","Copaeodes aurantiaca"
"740","Copaeodes aurantiaca"
"741","Copaeodes aurantiaca"
"742","Copaeodes aurantiaca"
"743","Copaeodes aurantiaca"
"744","Copaeodes aurantiaca"
"745","Copaeodes aurantiaca"
"746","Copaeodes aurantiaca"
"747","Copaeodes aurantiaca"
"748","Copaeodes aurantiaca"
"749","Copaeodes aurantiaca"
"750","Copaeodes aurantiaca"
"751","Copaeodes aurantiaca"
"752","Copaeodes aurantiaca"
"753","Copaeodes aurantiaca"
"754","Copaeodes aurantiaca"
"755","Copaeodes aurantiaca"
"756","Copaeodes aurantiaca"
"757","Erynnis funeralis"
"758","Erynnis funeralis"
"759","Erynnis funeralis"
"760","Erynnis funeralis"
"761","Erynnis funeralis"
"762","Erynnis funeralis"
"763","Erynnis funeralis"
"764","Erynnis funeralis"
"765","Erynnis funeralis"
"766","Erynnis funeralis"
"767","Erynnis funeralis"
"768","Erynnis funeralis"
"769","Erynnis funeralis"
"770","Erynnis funeralis"
"771","Erynnis funeralis"
"772","Erynnis funeralis"
"773","Erynnis funeralis"
"774","Erynnis funeralis"
"775","Erynnis funeralis"
"776","Erynnis funeralis"
"777","Erynnis funeralis"
"778","Erynnis funeralis"
"779","Erynnis funeralis"
"780","Erynnis funeralis"
"781","Erynnis funeralis"
"782","Erynnis funeralis"
"783","Erynnis funeralis"
"784","Erynnis funeralis"
"785","Erynnis funeralis"
"786","Erynnis funeralis"
"787","Erynnis funeralis"
"788","Erynnis funeralis"
"789","Erynnis funeralis"
"790","Erynnis funeralis"
"791","Erynnis funeralis"
"792","Erynnis funeralis"
"793","Erynnis funeralis"
"794","Erynnis funeralis"
"795","Erynnis tristis"
"796","Erynnis tristis"
"797","Erynnis tristis"
"798","Erynnis tristis"
"799","Heliopetes domicella"
"800","Heliopetes domicella"
"801","Heliopetes domicella"
"802","Heliopetes domicella"
"803","Heliopetes domicella"
"804","Heliopetes domicella"
"805","Heliopetes domicella"
"806","Heliopetes domicella"
"807","Heliopetes domicella"
"808","Heliopetes domicella"
"809","Heliopetes domicella"
"810","Heliopetes domicella"
"811","Heliopetes domicella"
"812","Heliopetes domicella"
"813","Heliopetes domicella"
"814","Heliopetes ericetorum"
"815","Hylephila phyleus"
"816","Hylephila phyleus"
"817","Hylephila phyleus"
"818","Hylephila phyleus"
"819","Hylephila phyleus"
"820","Hylephila phyleus"
"821","Hylephila phyleus"
"822","Hylephila phyleus"
"823","Hylephila phyleus"
"824","Hylephila phyleus"
"825","Hylephila phyleus"
"826","Hylephila phyleus"
"827","Hylephila phyleus"
"828","Hylephila phyleus"
"829","Hylephila phyleus"
"830","Hylephila phyleus"
"831","Hylephila phyleus"
"832","Hylephila phyleus"
"833","Hylephila phyleus"
"834","Hylephila phyleus"
"835","Hylephila phyleus"
"836","Hylephila phyleus"
"837","Hylephila phyleus"
"838","Hylephila phyleus"
"839","Hylephila phyleus"
"840","Hylephila phyleus"
"841","Hylephila phyleus"
"842","Hylephila phyleus"
"843","Hylephila phyleus"
"844","Hylephila phyleus"
"845","Hylephila phyleus"
"846","Hylephila phyleus"
"847","Hylephila phyleus"
"848","Hylephila phyleus"
"849","Hylephila phyleus"
"850","Hylephila phyleus"
"851","Hylephila phyleus"
"852","Hylephila phyleus"
"853","Hylephila phyleus"
"854","Hylephila phyleus"
"855","Hylephila phyleus"
"856","Hylephila phyleus"
"857","Hylephila phyleus"
"858","Hylephila phyleus"
"859","Hylephila phyleus"
"860","Hylephila phyleus"
"861","Hylephila phyleus"
"862","Hylephila phyleus"
"863","Hylephila phyleus"
"864","Hylephila phyleus"
"865","Hylephila phyleus"
"866","Hylephila phyleus"
"867","Hylephila phyleus"
"868","Hylephila phyleus"
"869","Hylephila phyleus"
"870","Hylephila phyleus"
"871","Hylephila phyleus"
"872","Hylephila phyleus"
"873","Hylephila phyleus"
"874","Hylephila phyleus"
"875","Hylephila phyleus"
"876","Hylephila phyleus"
"877","Hylephila phyleus"
"878","Hylephila phyleus"
"879","Hylephila phyleus"
"880","Hylephila phyleus"
"881","Hylephila phyleus"
"882","Hylephila phyleus"
"883","Hylephila phyleus"
"884","Hylephila phyleus"
"885","Hylephila phyleus"
"886","Hylephila phyleus"
"887","Hylephila phyleus"
"888","Hylephila phyleus"
"889","Hylephila phyleus"
"890","Hylephila phyleus"
"891","Hylephila phyleus"
"892","Hylephila phyleus"
"893","Hylephila phyleus"
"894","Hylephila phyleus"
"895","Hylephila phyleus"
"896","Hylephila phyleus"
"897","Hylephila phyleus"
"898","Hylephila phyleus"
"899","Hylephila phyleus"
"900","Hylephila phyleus"
"901","Hylephila phyleus"
"902","Hylephila phyleus"
"903","Hylephila phyleus"
"904","Hylephila phyleus"
"905","Hylephila phyleus"
"906","Hylephila phyleus"
"907","Hylephila phyleus"
"908","Hylephila phyleus"
"909","Hylephila phyleus"
"910","Hylephila phyleus"
"911","Hylephila phyleus"
"912","Hylephila phyleus"
"913","Hylephila phyleus"
"914","Hylephila phyleus"
"915","Hylephila phyleus"
"916","Hylephila phyleus"
"917","Hylephila phyleus"
"918","Hylephila phyleus"
"919","Hylephila phyleus"
"920","Hylephila phyleus"
"921","Lerema accius"
"922","Lerodea arabus"
"923","Lerodea arabus"
"924","Lerodea arabus"
"925","Lerodea arabus"
"926","Lerodea eufala"
"927","Lerodea eufala"
"928","Lerodea eufala"
"929","Lerodea eufala"
"930","Lerodea eufala"
"931","Lerodea eufala"
"932","Lerodea eufala"
"933","Lerodea eufala"
"934","Lerodea eufala"
"935","Lerodea eufala"
"936","Lerodea eufala"
"937","Lerodea eufala"
"938","Lerodea eufala"
"939","Lerodea eufala"
"940","Lerodea eufala"
"941","Lerodea eufala"
"942","Lerodea eufala"
"943","Lerodea eufala"
"944","Lerodea eufala"
"945","Lerodea eufala"
"946","Lerodea eufala"
"947","Lerodea eufala"
"948","Lerodea eufala"
"949","Lerodea eufala"
"950","Lerodea eufala"
"951","Lerodea eufala"
"952","Lerodea eufala"
"953","Lerodea eufala"
"954","Pholisora catullus"
"955","Pholisora catullus"
"956","Pholisora catullus"
"957","Pholisora catullus"
"958","Pholisora catullus"
"959","Pholisora catullus"
"960","Pholisora catullus"
"961","Pyrgus scriptura"
"962","Pyrgus scriptura"
"963","Pyrgus scriptura"
"964","Pyrgus scriptura"
"965","Staphylus ceos"
"966","Staphylus ceos"
"967","Staphylus ceos"
"968","Staphylus ceos"
"969","Staphylus ceos"
"970","Systasea zampa"
"971","Systasea zampa"
"972","Systasea zampa"
"973","Systasea zampa"
"974","Systasea zampa"
"975","Systasea zampa"
"976","Systasea zampa"
"977","Systasea zampa"
"978","Systasea zampa"
"979","Systasea zampa"
"980","Systasea zampa"
"981","Systasea zampa"
"982","Systasea zampa"
"983","Systasea zampa"
"984","Systasea zampa"
"985","Systasea zampa"
"986","Systasea zampa"
"987","Systasea zampa"
"988","Systasea zampa"
"989","Systasea zampa"
"990","Systasea zampa"
"991","Systasea zampa"
"992","Systasea zampa"
"993","Urbanus dorantes"
"994","Urbanus dorantes"
"995","Urbanus dorantes"
"996","Atlides halesus"
"997","Atlides halesus"
"998","Atlides halesus"
"999","Atlides halesus"
"1000","Atlides halesus"
"1001","Atlides halesus"
"1002","Atlides halesus"
"1003","Atlides halesus"
"1004","Atlides halesus"
"1005","Atlides halesus"
"1006","Atlides halesus"
"1007","Atlides halesus"
"1008","Atlides halesus"
"1009","Atlides halesus"
"1010","Atlides halesus"
"1011","Atlides halesus"
"1012","Atlides halesus"
"1013","Atlides halesus"
"1014","Atlides halesus"
"1015","Atlides halesus"
"1016","Atlides halesus"
"1017","Atlides halesus"
"1018","Atlides halesus"
"1019","Atlides halesus"
"1020","Atlides halesus"
"1021","Atlides halesus"
"1022","Atlides halesus"
"1023","Atlides halesus"
"1024","Atlides halesus"
"1025","Atlides halesus"
"1026","Atlides halesus"
"1027","Atlides halesus"
"1028","Atlides halesus"
"1029","Atlides halesus"
"1030","Atlides halesus"
"1031","Atlides halesus"
"1032","Atlides halesus"
"1033","Atlides halesus"
"1034","Atlides halesus"
"1035","Brephidium exilis"
"1036","Brephidium exilis"
"1037","Brephidium exilis"
"1038","Brephidium exilis"
"1039","Brephidium exilis"
"1040","Brephidium exilis"
"1041","Brephidium exilis"
"1042","Brephidium exilis"
"1043","Brephidium exilis"
"1044","Brephidium exilis"
"1045","Brephidium exilis"
"1046","Brephidium exilis"
"1047","Brephidium exilis"
"1048","Brephidium exilis"
"1049","Brephidium exilis"
"1050","Brephidium exilis"
"1051","Brephidium exilis"
"1052","Brephidium exilis"
"1053","Brephidium exilis"
"1054","Brephidium exilis"
"1055","Brephidium exilis"
"1056","Brephidium exilis"
"1057","Brephidium exilis"
"1058","Brephidium exilis"
"1059","Brephidium exilis"
"1060","Brephidium exilis"
"1061","Brephidium exilis"
"1062","Brephidium exilis"
