Year,Month,Day,latitude,longitude,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
2019,9,9,32.228002,-110.958285,Coleoptera,Tenebrionidae,,
2019,9,14,32.23306084,-110.9523723,Coleoptera,Tenebrionidae,,
2020,4,24,32.22539223,-110.9528691,Coleoptera,Tenebrionidae,,
2020,8,22,32.23767878,-110.9607644,Coleoptera,Tenebrionidae,,
2016,3,14,32.22880741,-110.96316,Coleoptera,,,
2016,3,14,32.22883801,-110.9631558,Coleoptera,,,
2016,3,14,32.2287752,-110.9635677,Coleoptera,,,
2016,3,15,32.22898972,-110.9628118,Coleoptera,,,
2016,4,11,32.22546404,-110.962458,Coleoptera,,,
2016,4,12,32.22556802,-110.9623741,Coleoptera,,,
2017,4,10,32.22742413,-110.9512742,Coleoptera,,,
2017,11,28,32.23980585,-110.9544297,Coleoptera,,,
2017,11,28,32.23987674,-110.9544598,Coleoptera,,,
2017,11,30,32.23100637,-110.9647492,Coleoptera,,,
2018,4,11,32.23184667,-110.9538417,Coleoptera,,,
2018,4,11,32.23191631,-110.9539094,Coleoptera,,,
2018,4,11,32.23184667,-110.9538417,Coleoptera,,,
2018,4,22,32.23233333,-110.95343,Coleoptera,,,
2018,9,4,32.23136902,-110.9544678,Coleoptera,,,
2018,10,29,32.22875333,-110.9521467,Coleoptera,,,
2018,10,30,32.233775,-110.9557883,Coleoptera,,,
2019,9,9,32.227854,-110.944449,Coleoptera,,,
2019,9,10,32.23104167,-110.9514383,Coleoptera,,,
2019,11,13,32.2409711,-110.9583513,Coleoptera,,,
2020,7,6,32.233125,-110.9549117,Coleoptera,,,
2020,7,24,32.22616547,-110.9537877,Coleoptera,,,
2020,9,21,32.2286749,-110.9644816,Coleoptera,,,
2016,4,11,32.22542179,-110.9623698,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes
2016,4,12,32.22539371,-110.9623042,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes
2019,9,9,32.23235,-110.951675,Dermaptera,Anisolabididae,Euborellia,Euborellia annulipes
2017,4,19,32.23913133,-110.9591914,Dermaptera,Anisolabididae,Euborellia,
2019,11,6,32.24212167,-110.9428867,Dermaptera,,,
2020,8,26,32.23513,-110.9580617,Dermaptera,,,
2008,7,6,32.242057,-110.937818,Diptera,Asilidae,Efferia,
2020,7,10,32.23931333,-110.9591967,Diptera,Asilidae,Efferia,
2020,7,15,32.23874667,-110.9609217,Diptera,Asilidae,Efferia,
2019,11,13,32.24099537,-110.9583163,Diptera,Asilidae,Polacantha,
2019,9,12,32.23189789,-110.9501553,Diptera,Bibionidae,Plecia,Plecia nearctica
2020,5,19,32.224939,-110.9484789,Diptera,Bombyliidae,Poecilognathus,
2019,9,12,32.232984,-110.950104,Diptera,Bombyliidae,Thevenetimyia,
2019,9,4,32.23183219,-110.949397,Diptera,Bombyliidae,Xenox,Xenox habrosus
2017,9,22,32.23182222,-110.9494556,Diptera,Bombyliidae,Xenox,
2018,10,8,32.23202369,-110.9522161,Diptera,Bombyliidae,Xenox,
2019,7,15,32.23299667,-110.9589083,Diptera,Bombyliidae,Xenox,
2020,3,20,32.232566,-110.951472,Diptera,Bombyliidae,,
2020,9,21,32.230655,-110.9532783,Diptera,Bombyliidae,,
2016,3,15,32.22893586,-110.9627366,Diptera,Calliphoridae,Lucilia,
2018,4,23,32.2353735,-110.9542764,Diptera,Chloropidae,,
2020,4,15,32.23006333,-110.9508283,Diptera,Chloropidae,,
2019,9,11,32.23277778,-110.9497222,Diptera,Culicidae,Aedes,Aedes aegypti
2019,6,18,32.23339844,-110.9565277,Diptera,Culicidae,Culex,
2018,12,2,32.23239404,-110.9491282,Diptera,Culicidae,,
2020,9,9,32.22852657,-110.9511544,Diptera,Culicidae,,
2019,9,13,32.23094167,-110.9481806,Diptera,Dolichopodidae,Condylostylus,
2019,9,13,32.23334712,-110.9490716,Diptera,Dolichopodidae,Condylostylus,
2019,9,14,32.23157833,-110.949455,Diptera,Dolichopodidae,Condylostylus,
2017,9,22,32.23196793,-110.9510727,Diptera,Dolichopodidae,,
2017,9,22,32.23160015,-110.9498684,Diptera,Dolichopodidae,,
2018,11,29,32.23168667,-110.95793,Diptera,Muscidae,Musca,Musca domestica
2019,9,6,32.22793667,-110.950225,Diptera,Muscidae,Musca,Musca domestica
2020,9,17,32.23330955,-110.9601201,Diptera,Muscidae,Musca,Musca domestica
2016,4,11,32.2252663,-110.9621155,Diptera,Muscidae,Musca,
2019,9,8,32.2282612,-110.9588333,Diptera,Muscidae,Musca,
2019,9,8,32.22826667,-110.9588617,Diptera,Muscidae,Musca,
2020,8,28,32.23200283,-110.9547137,Diptera,Muscidae,Musca,
2019,5,10,32.23841,-110.942101,Diptera,Muscidae,Neomyia,
2017,3,22,32.22608644,-110.9584552,Diptera,Muscidae,,
2017,4,12,32.23187477,-110.9537544,Diptera,Muscidae,,
2018,12,21,32.238156,-110.94202,Diptera,Neriidae,,
2019,9,11,32.230266,-110.94738,Diptera,Sarcophagidae,Sarcophaga,
2017,4,12,32.2318386,-110.9537372,Diptera,Sarcophagidae,,
2018,4,11,32.23207148,-110.9537003,Diptera,Sarcophagidae,,
2018,10,17,32.23081252,-110.9518563,Diptera,Sarcophagidae,,
2018,11,20,32.23109729,-110.9564461,Diptera,Sarcophagidae,,
2019,11,6,32.23230848,-110.9507832,Diptera,Sciaridae,,
2019,9,15,32.23233414,-110.9514923,Diptera,Stratiomyidae,Hermetia,Hermetia concinna
2019,11,9,32.23190961,-110.9539657,Diptera,Syrphidae,Copestylum,Copestylum mexicanum
2016,10,21,32.23108681,-110.9508404,Diptera,Syrphidae,Dioprosopa,Dioprosopa clavata
2017,4,12,32.23174388,-110.9538676,Diptera,Syrphidae,Eupeodes,Eupeodes fumipennis
2017,4,12,32.23178441,-110.9539135,Diptera,Syrphidae,,
2017,4,12,32.23171997,-110.9539032,Diptera,Syrphidae,,
2020,3,17,32.2426762,-110.9412296,Diptera,Tipulidae,Tipula,Tipula paludosa
2016,3,16,32.22863122,-110.9634676,Diptera,Tipulidae,Tipula,
2019,3,15,32.22344208,-110.9530563,Diptera,Tipulidae,Tipula,
2020,3,6,32.23682943,-110.9449514,Diptera,Tipulidae,,
2020,3,6,32.22994167,-110.9502633,Diptera,Tipulidae,,
2016,3,15,32.22877443,-110.963438,Diptera,,,
2016,3,15,32.22890313,-110.9633689,Diptera,,,
2016,4,7,32.22427926,-110.9525452,Diptera,,,
2016,4,11,32.22704627,-110.9623058,Diptera,,,
2016,4,11,32.22627377,-110.9609126,Diptera,,,
2016,4,13,32.22655699,-110.9604526,Diptera,,,
2016,9,22,32.23716595,-110.9500758,Diptera,,,
2017,3,20,32.22853005,-110.951975,Diptera,,,
2017,4,12,32.23210447,-110.9537887,Diptera,,,
2017,4,12,32.23186752,-110.9537448,Diptera,,,
2017,4,12,32.23192928,-110.9510473,Diptera,,,
2017,4,22,32.22406769,-110.947052,Diptera,,,
2018,3,28,32.228255,-110.954955,Diptera,,,
2018,4,11,32.23185499,-110.9537815,Diptera,,,
2018,4,11,32.23211499,-110.9536847,Diptera,,,
2018,4,11,32.23548105,-110.9542243,Diptera,,,
2018,4,23,32.2356522,-110.9544636,Diptera,,,
2018,4,23,32.23547292,-110.9541436,Diptera,,,
2018,4,23,32.23561749,-110.9543701,Diptera,,,
2018,4,23,32.23538159,-110.9543957,Diptera,,,
2018,4,23,32.23543575,-110.9543505,Diptera,,,
2018,4,23,32.23549844,-110.9542766,Diptera,,,
2018,4,23,32.23346918,-110.9566856,Diptera,,,
2018,4,23,32.23546959,-110.9541078,Diptera,,,
2018,5,7,32.22539342,-110.9624425,Diptera,,,
2018,5,8,32.22672878,-110.9614756,Diptera,,,
2018,5,10,32.22654639,-110.9619059,Diptera,,,
2018,5,10,32.22648416,-110.9620523,Diptera,,,
2018,11,29,32.22987669,-110.957077,Diptera,,,
2018,11,30,32.22852452,-110.9584278,Diptera,,,
2018,11,30,32.23201144,-110.9528003,Diptera,,,
2018,11,30,32.2342823,-110.9522134,Diptera,,,
2018,12,2,32.22426581,-110.9512851,Diptera,,,
2018,12,3,32.2321748,-110.9555089,Diptera,,,
2019,3,22,32.23874062,-110.945819,Diptera,,,
2019,4,15,32.2235311,-110.9463093,Diptera,,,
2019,4,15,32.2235311,-110.9463093,Diptera,,,
2019,4,15,32.2235311,-110.9463093,Diptera,,,
2019,9,6,32.23214667,-110.9517833,Diptera,,,
2019,9,7,32.22924138,-110.9571612,Diptera,,,
2019,9,7,32.22908333,-110.948045,Diptera,,,
2019,9,12,32.23315,-110.952055,Diptera,,,
2019,9,13,32.23291397,-110.9497986,Diptera,,,
2019,10,31,32.23276111,-110.9545958,Diptera,,,
2019,11,6,32.23182283,-110.9540081,Diptera,,,
2019,11,8,32.23857229,-110.9457479,Diptera,,,
2019,11,8,32.23875145,-110.9466291,Diptera,,,
2019,11,12,32.23192167,-110.9510633,Diptera,,,
2019,12,30,32.2276691,-110.9646345,Diptera,,,
2020,2,26,32.23270333,-110.9511633,Diptera,,,
2020,3,4,32.22809172,-110.9602752,Diptera,,,
2020,3,6,32.233338,-110.950233,Diptera,,,
2020,3,7,32.23544423,-110.9551755,Diptera,,,
2020,3,20,32.232566,-110.951472,Diptera,,,
2020,7,10,32.2331,-110.9548717,Diptera,,,
2020,8,16,32.22473511,-110.9406044,Embiidina,Oligotomidae,Oligotoma,Oligotoma nigra
2020,4,25,32.24106944,-110.9494944,Embiidina,Oligotomidae,Oligotoma,
2019,4,28,32.22345352,-110.9531174,Hemiptera,Alydidae,Esperanza,
2020,5,30,32.22862213,-110.9520033,Hemiptera,Alydidae,Hyalymenus,
2016,7,20,32.2304486,-110.9517347,Hemiptera,Aphididae,Aphis,Aphis nerii
2016,11,30,32.2304367,-110.9522935,Hemiptera,Aphididae,Aphis,Aphis nerii
2017,9,22,32.2318951,-110.9495519,Hemiptera,Aphididae,Aphis,Aphis nerii
2017,10,16,32.2304596,-110.9522472,Hemiptera,Aphididae,Aphis,Aphis nerii
