id,year_observed,month_observed,day_observed,time_observed_at,user_id,user_login,quality_grade,latitude,longitude,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_order_name,taxon_family_name,taxon_genus_name,taxon_species_name
61747361,2020,10,4,2020-10-04 17:55:00 UTC,442615,roomthily,needs_id,32.27927695,-111.0217737,Anthophora,Common Digger Bees,Insecta,57682,Hymenoptera,Apidae,Anthophora,
62437692,2020,10,12,2020-10-12 22:07:39 UTC,284685,madkaplan,needs_id,32.23740672,-110.9478636,Anthophora,Common Digger Bees,Insecta,57682,Hymenoptera,Apidae,Anthophora,
617256,2014,3,28,2014-03-28 16:32:56 UTC,17909,chris_hass,research,32.244013,-111.168174,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
617979,2014,3,28,2014-03-28 16:21:46 UTC,17909,chris_hass,research,32.244013,-111.168174,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1103274,2014,11,21,,22589,sambiology,research,32.217396,-111.102835,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1385086,2015,4,11,2015-04-11 15:46:01 UTC,88451,manzo2,research,32.23336667,-110.9940633,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1709620,2015,6,30,2015-06-30 15:11:05 UTC,112881,nicole8,research,32.24280962,-111.1668176,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
1958110,2015,7,27,2015-07-27 17:49:01 UTC,10285,finatic,research,32.278889,-111.022049,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2329483,2015,10,29,2015-10-29 14:37:24 UTC,125503,danielkroth97,research,32.225415,-110.962394,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2329525,2015,10,29,2015-10-29 14:44:23 UTC,125495,lolamaas,research,32.225487,-110.96241,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2332510,2015,10,29,2015-10-29 14:49:40 UTC,73174,wise,research,32.225462,-110.962391,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2358539,2015,11,7,,20265,heyitshelios,research,32.131521,-110.965624,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2419876,2015,11,24,2015-11-24 20:28:57 UTC,142763,chieffilipino,research,32.20642003,-110.9588332,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2741119,2016,3,3,,186356,juliang5,research,32.127113,-111.06915,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2772071,2016,3,11,,188810,jiwilliams3,research,32.228896,-110.979179,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2782049,2016,3,14,2016-03-14 16:26:10 UTC,197116,ariannalopez,research,32.2284005,-110.9630977,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2782097,2016,3,14,2016-03-14 16:20:28 UTC,197106,brixya01,research,32.22891608,-110.9627677,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2786280,2016,3,15,2016-03-15 16:11:46 UTC,197116,ariannalopez,research,32.2287898,-110.9625544,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2786319,2016,3,15,2016-03-15 16:18:33 UTC,197116,ariannalopez,research,32.22890686,-110.9627561,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2786348,2016,3,15,2016-03-15 16:24:49 UTC,197104,estherzazueta,research,32.22897308,-110.9627833,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2786374,2016,3,15,2016-03-15 16:29:37 UTC,197113,cela1000,research,32.22873365,-110.9632744,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2786751,2016,3,15,2016-03-15 18:22:48 UTC,197065,christian16,research,32.2288138,-110.9625726,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2788877,2016,3,15,2016-03-15 16:08:55 UTC,197106,brixya01,research,32.22893209,-110.9628108,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2793121,2016,3,16,2016-03-16 16:20:15 UTC,181333,flewelling,research,32.22890229,-110.9638023,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2802290,2016,3,11,2016-03-11 17:16:43 UTC,85726,manzo,research,32.22898667,-110.9795533,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2802601,2016,3,11,2016-03-11 21:18:51 UTC,85726,manzo,research,32.22903667,-110.978775,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2815585,2016,2,24,2016-02-24 21:45:39 UTC,3785,treegrow,research,32.255581,-111.159743,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2824875,2016,3,24,2016-03-24 14:57:10 UTC,197065,christian16,research,32.1254306,-111.1166452,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2834559,2016,3,26,2016-03-26 23:29:14 UTC,134443,katbee,research,32.21751925,-110.9267113,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2851896,2015,5,26,2015-05-26 17:45:34 UTC,134443,katbee,research,32.28229281,-110.9434192,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2895230,2016,4,7,2016-04-07 18:31:09 UTC,206804,moniquebiology,research,32.22548239,-110.9623301,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2895253,2016,4,7,2016-04-07 18:35:09 UTC,210733,kassym_44,research,32.22360595,-110.9586089,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2895267,2016,4,7,2016-04-07 18:41:34 UTC,212125,danira123,research,32.22559873,-110.9623371,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2917695,2016,4,11,2016-04-11 14:55:42 UTC,181181,skpalmer,research,32.22532745,-110.9623358,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2923455,2016,4,12,2016-04-12 15:17:00 UTC,215235,geo_,research,32.22558088,-110.9623954,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2928470,2016,4,13,2016-04-13 14:56:37 UTC,212752,karinalopez,research,32.22567136,-110.9615974,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
2997293,2016,4,12,2016-04-12 20:55:34 UTC,210812,ricky117,research,32.22505,-110.961445,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3426750,2016,6,10,2016-06-10 14:53:48 UTC,256993,zaclovesfood,research,32.22713944,-110.891482,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3452630,2016,5,6,2016-05-06 16:42:57 UTC,85726,manzo,research,32.245211,-110.900502,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3663281,2016,7,11,2016-07-11 23:43:45 UTC,270916,rfinn,research,32.2673329,-110.9065989,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3694646,2016,7,17,2016-07-17 20:57:54 UTC,271382,maggie1,research,32.1502497,-111.0007089,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3714508,2016,7,21,2016-07-21 14:27:06 UTC,21718,klprudic,research,32.2407163,-110.9455221,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
3823429,2016,2,12,2016-02-12 23:32:47 UTC,291521,austin33,research,32.27679167,-111.0174167,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
4641086,2016,11,26,2016-11-26 16:39:16 UTC,331062,nicoledisante,research,32.23186928,-110.9767767,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
4667369,2016,11,30,2016-11-30 19:24:14 UTC,6600,lorianne,research,32.23178118,-110.95387,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
4667370,2016,11,30,2016-11-30 19:24:40 UTC,376969,fzumba,research,32.23182672,-110.95382,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
4667371,2016,11,30,2016-11-30 19:23:35 UTC,376957,rachel136,research,32.23184331,-110.9537899,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
4667374,2016,11,30,2016-11-30 19:25:15 UTC,376959,zaida,research,32.23168043,-110.9538083,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5068877,2017,2,7,2017-02-07 17:26:58 UTC,264009,ck2az,research,32.28688833,-110.985895,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5091510,2017,2,10,2017-02-10 17:58:33 UTC,237362,desertdutchman,research,32.318355,-110.8051383,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5245022,2017,3,7,2017-03-07 21:00:21 UTC,419223,ninacolaianni,research,32.22508333,-110.9715583,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5273689,2017,3,10,2017-03-10 16:09:42 UTC,400431,efennie,research,32.22393836,-110.9523073,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5273874,2017,3,10,2017-03-10 16:32:35 UTC,421603,holden18,research,32.22564026,-110.9624022,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5274913,2017,3,10,2017-03-10 16:32:41 UTC,392181,jordancamp,research,32.2260806,-110.9633514,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5381233,2017,3,17,2017-03-17 15:58:00 UTC,264009,ck2az,research,32.25949667,-111.0149083,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5429416,2017,3,22,2017-03-22 22:45:46 UTC,401619,lianne,research,32.22622159,-110.9585325,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5639978,2017,4,10,2017-04-10 17:34:43 UTC,447007,ivy8,research,32.22538445,-110.9523987,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664516,2017,4,12,2017-04-12 17:18:59 UTC,446331,esinger3,research,32.23197599,-110.9538235,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664587,2017,4,12,2017-04-12 17:19:48 UTC,448413,chris4444,research,32.23192453,-110.9539468,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664751,2017,4,12,2017-04-12 17:22:58 UTC,446247,anabarron,research,32.23191689,-110.9537145,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664774,2017,4,12,2017-04-12 17:24:02 UTC,448415,briana_a,research,32.23190465,-110.9538321,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664779,2017,4,12,2017-04-12 17:23:49 UTC,448979,braydenshields,research,32.2318386,-110.9537372,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5664871,2017,4,12,2017-04-12 17:27:31 UTC,448415,briana_a,research,32.23202216,-110.9539679,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665066,2017,4,12,2017-04-12 17:34:03 UTC,448291,ellie17,research,32.23109071,-110.9530577,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665075,2017,4,12,2017-04-12 17:33:10 UTC,442325,jalink20,research,32.23114535,-110.9530292,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665089,2017,4,12,2017-04-12 17:35:21 UTC,449091,skiversid,research,32.23105748,-110.9529093,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665131,2017,4,12,2017-04-12 17:35:50 UTC,446236,szbojniewicz,research,32.23159343,-110.9537945,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665134,2017,4,12,2017-04-12 17:37:35 UTC,449110,cmelmer,research,32.23110611,-110.9530435,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665146,2017,4,12,2017-04-12 17:38:12 UTC,440611,medy,research,32.23086982,-110.952961,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665154,2017,4,12,2017-04-12 17:37:17 UTC,442764,mlcannon,research,32.23111038,-110.9530642,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665174,2017,4,12,2017-04-12 17:38:02 UTC,446985,dtruong96,research,32.23079715,-110.9530951,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665319,2017,4,12,2017-04-12 17:47:29 UTC,442764,mlcannon,research,32.23154578,-110.9511308,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665328,2017,4,12,2017-04-12 17:47:04 UTC,437666,demetriv,research,32.231545,-110.95115,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5665353,2017,4,12,2017-04-12 17:47:28 UTC,449103,emilyking18,research,32.23186932,-110.9511368,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5668972,2017,4,12,2017-04-13 00:23:00 UTC,411337,mysticalweirdoo,research,32.20519416,-110.9126829,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5675948,2017,4,12,2017-04-12 17:37:09 UTC,450200,anthonyherndon,research,32.23184444,-110.9538801,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5676299,2017,4,13,2017-04-13 17:16:20 UTC,21718,klprudic,research,32.2310862,-110.9529455,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5677306,2017,4,9,2017-04-09 18:38:47 UTC,450365,_atalaya,research,32.243255,-111.0193555,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5678637,2017,4,13,2017-04-13 20:28:50 UTC,404479,damaly10,research,32.22690333,-110.9517217,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5710254,2017,4,13,,447093,samollendick,research,32.23182982,-110.9540552,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5940832,2017,4,24,2017-04-24 18:25:40 UTC,460280,garyholloway,research,32.23108004,-110.9530292,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
5974252,2017,4,24,2017-04-24 16:21:31 UTC,464973,robertsnaylor2017,research,32.20318833,-110.8999333,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6103430,2017,5,5,2017-05-05 19:20:27 UTC,450200,anthonyherndon,research,32.23053882,-110.9540076,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6170230,2017,5,10,2017-05-10 23:27:50 UTC,264009,ck2az,research,32.26103333,-111.00995,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6733644,2017,6,20,2017-06-20 18:36:45 UTC,437666,demetriv,research,32.25211342,-110.943024,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6816425,2017,6,26,2017-06-27 03:11:00 UTC,518008,ingas,research,32.24923,-110.891467,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6835222,2017,6,28,2017-06-28 14:38:02 UTC,21718,klprudic,research,32.2483576,-110.9527126,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6912962,2017,4,2,,518008,ingas,research,32.248523,-110.908785,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6917144,2017,7,4,2017-07-04 14:56:49 UTC,21718,klprudic,research,32.23846821,-110.9508904,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6924527,2017,3,11,,518008,ingas,research,32.2135389,-110.9870193,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
6991981,2016,9,9,,518008,ingas,research,32.2812817,-110.942835,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
7284660,2017,7,30,2017-07-30 21:20:00 UTC,332438,greenecycle,research,32.2328753,-110.9003349,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
7577310,2017,8,18,2017-08-19 00:04:00 UTC,5158,lifespulse,research,32.230792,-110.918406,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
7577311,2017,8,18,2017-08-19 00:05:00 UTC,5158,lifespulse,research,32.230792,-110.918406,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
7577312,2017,8,18,2017-08-19 00:06:00 UTC,5158,lifespulse,research,32.230792,-110.918406,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
7579297,2017,8,20,2017-08-20 20:34:39 UTC,264009,ck2az,research,32.26607359,-111.0157026,Apis mellifera,Western Honey Bee,Insecta,47219,Hymenoptera,Apidae,Apis,Apis mellifera
