Year,Month,Day,Order,Family,Genus,Species
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,15,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,16,Hymenoptera,Apidae,Bombus,spp.
2013,10,23,Hymenoptera,Apidae,Bombus,spp.
2013,10,23,Hymenoptera,Apidae,Bombus,spp.
2013,10,23,Hymenoptera,Apidae,Bombus,spp.
2013,10,23,Hymenoptera,Apidae,Bombus,spp.
2013,10,25,Hymenoptera,Apidae,Bombus,spp.
2013,10,25,Hymenoptera,Apidae,Bombus,spp.
2013,10,25,Hymenoptera,Apidae,Bombus,spp.
2013,10,25,Hymenoptera,Apidae,Bombus,spp.
2013,10,26,Hymenoptera,Apidae,Bombus,spp.
2013,10,26,Hymenoptera,Apidae,Bombus,spp.
2013,10,26,Hymenoptera,Apidae,Bombus,spp.
2013,10,26,Hymenoptera,Apidae,Bombus,spp.
2013,10,29,Hymenoptera,Apidae,Bombus,spp.
2013,10,29,Hymenoptera,Apidae,Bombus,spp.
2013,10,29,Hymenoptera,Apidae,Bombus,spp.
2013,10,29,Hymenoptera,Apidae,Bombus,spp.
2013,10,31,Hymenoptera,Apidae,Bombus,spp.
2013,10,31,Hymenoptera,Apidae,Bombus,spp.
2013,10,31,Hymenoptera,Apidae,Bombus,spp.
2013,10,31,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,1,Hymenoptera,Apidae,Bombus,spp.
2013,11,2,Hymenoptera,Apidae,Bombus,spp.
2013,11,2,Hymenoptera,Apidae,Bombus,spp.
2013,11,2,Hymenoptera,Apidae,Bombus,spp.
2013,11,2,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,4,Hymenoptera,Apidae,Bombus,spp.
2013,11,5,Hymenoptera,Apidae,Bombus,spp.
2013,11,5,Hymenoptera,Apidae,Bombus,spp.
2013,11,5,Hymenoptera,Apidae,Bombus,spp.
2013,11,5,Hymenoptera,Apidae,Bombus,spp.
2013,11,8,Hymenoptera,Apidae,Bombus,spp.
2013,11,8,Hymenoptera,Apidae,Bombus,spp.
2013,11,8,Hymenoptera,Apidae,Bombus,spp.
2013,11,8,Hymenoptera,Apidae,Bombus,spp.
2013,11,12,Hymenoptera,Apidae,Bombus,spp.
2013,11,12,Hymenoptera,Apidae,Bombus,spp.
2013,11,12,Hymenoptera,Apidae,Bombus,spp.
2013,11,12,Hymenoptera,Apidae,Bombus,spp.
2013,11,13,Hymenoptera,Apidae,Bombus,spp.
2013,11,13,Hymenoptera,Apidae,Bombus,spp.
2013,11,13,Hymenoptera,Apidae,Bombus,spp.
2013,11,13,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,15,Hymenoptera,Apidae,Bombus,spp.
2013,11,17,Hymenoptera,Apidae,Bombus,spp.
2013,11,17,Hymenoptera,Apidae,Bombus,spp.
2013,11,17,Hymenoptera,Apidae,Bombus,spp.
2013,11,17,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,18,Hymenoptera,Apidae,Bombus,spp.
2013,11,20,Hymenoptera,Apidae,Bombus,spp.
2013,11,20,Hymenoptera,Apidae,Bombus,spp.
2013,11,20,Hymenoptera,Apidae,Bombus,spp.
2013,11,20,Hymenoptera,Apidae,Bombus,spp.
2013,11,21,Hymenoptera,Apidae,Bombus,spp.
2013,11,21,Hymenoptera,Apidae,Bombus,spp.
2013,11,21,Hymenoptera,Apidae,Bombus,spp.
2013,11,21,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,22,Hymenoptera,Apidae,Bombus,spp.
2013,11,25,Hymenoptera,Apidae,Bombus,spp.
2013,11,25,Hymenoptera,Apidae,Bombus,spp.
2013,11,25,Hymenoptera,Apidae,Bombus,spp.
2013,11,25,Hymenoptera,Apidae,Bombus,spp.
2013,11,27,Hymenoptera,Apidae,Bombus,spp.
2013,11,27,Hymenoptera,Apidae,Bombus,spp.
2013,11,27,Hymenoptera,Apidae,Bombus,spp.
2013,11,27,Hymenoptera,Apidae,Bombus,spp.
2013,11,29,Hymenoptera,Apidae,Bombus,spp.
2013,11,29,Hymenoptera,Apidae,Bombus,spp.
2013,11,29,Hymenoptera,Apidae,Bombus,spp.
2013,11,29,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,2,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,4,Hymenoptera,Apidae,Bombus,spp.
2013,12,6,Hymenoptera,Apidae,Bombus,spp.
2013,12,6,Hymenoptera,Apidae,Bombus,spp.
2013,12,6,Hymenoptera,Apidae,Bombus,spp.
2013,12,6,Hymenoptera,Apidae,Bombus,spp.
2014,5,22,Hymenoptera,Apidae,Bombus,spp.
2014,5,22,Hymenoptera,Apidae,Bombus,spp.
2014,5,22,Hymenoptera,Apidae,Bombus,spp.
2014,5,22,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,4,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,5,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,7,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,9,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,11,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,15,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,16,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,17,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
2014,9,18,Hymenoptera,Apidae,Bombus,spp.
